,dates
12546,2019-07-05 00:00:00
12547,2018-10-24 00:00:00
12548,2019-06-11 00:00:00
12549,2019-06-18 00:00:00
12550,2019-06-19 00:00:00
12551,2019-06-25 00:00:00
12552,2019-06-24 00:00:00
12553,2020-02-24 00:00:00
12554,2020-03-27 00:00:00
12555,2020-05-04 00:00:00
12556,2019-07-08 00:00:00
12557,2019-07-02 00:00:00
12558,2019-06-19 00:00:00
12559,2019-07-05 00:00:00
12560,2020-06-10 00:00:00
12561,2019-07-16 00:00:00
12562,2020-07-16 00:00:00
12563,2019-04-18 00:00:00
12564,2019-06-17 00:00:00
12565,2019-06-12 00:00:00
12566,2020-07-15 00:00:00
12567,2019-06-17 00:00:00
12568,2020-01-06 00:00:00
12569,2019-05-24 00:00:00
12570,2019-02-15 00:00:00
12571,2018-11-01 00:00:00
12572,2019-07-17 00:00:00
12573,2019-06-23 00:00:00
12574,2019-06-18 00:00:00
12575,2019-07-06 00:00:00
12576,2019-07-08 00:00:00
12577,2019-07-03 00:00:00
12578,2019-07-04 00:00:00
12579,2019-07-11 00:00:00
12580,2019-06-29 00:00:00
12581,2019-07-08 00:00:00
12582,2019-05-22 00:00:00
12583,2019-07-04 00:00:00
12584,2019-06-30 00:00:00
12585,2019-06-19 00:00:00
12586,2019-05-10 00:00:00
12587,2019-07-01 00:00:00
12588,2019-07-10 00:00:00
12589,2019-06-08 00:00:00
12590,2019-07-04 00:00:00
12591,2019-07-10 00:00:00
12592,2019-06-20 00:00:00
12593,2020-01-16 00:00:00
12594,2019-06-21 00:00:00
12595,2019-07-04 00:00:00
12596,2019-07-03 00:00:00
12597,2020-08-28 00:00:00
12598,2019-06-07 00:00:00
12599,2019-07-19 00:00:00
12600,2019-07-09 00:00:00
12601,2019-05-23 00:00:00
12602,2019-07-08 00:00:00
12603,2019-07-05 00:00:00
12604,2019-05-22 00:00:00
12605,2019-06-12 00:00:00
12606,2019-07-09 00:00:00
12607,2019-07-03 00:00:00
12608,2019-06-03 00:00:00
12609,2019-05-02 00:00:00
12610,2019-06-07 00:00:00
12611,2019-06-13 00:00:00
12612,2019-02-21 00:00:00
12613,2019-02-20 00:00:00
12614,2019-06-07 00:00:00
12615,2019-07-01 00:00:00
12616,2019-05-02 00:00:00
12617,2019-07-08 00:00:00
12618,2019-07-09 00:00:00
12619,2019-05-09 00:00:00
12620,2019-06-08 00:00:00
12621,2019-04-01 00:00:00
12622,2019-06-20 00:00:00
12623,2019-05-21 00:00:00
12624,2020-04-24 00:00:00
12625,2019-05-21 00:00:00
12626,2019-07-03 00:00:00
12627,2019-06-18 00:00:00
12628,2019-06-12 00:00:00
12629,2019-07-04 00:00:00
12630,2019-06-26 00:00:00
12631,2019-06-04 00:00:00
12632,2019-06-21 00:00:00
12633,2020-01-02 00:00:00
12634,2020-03-18 00:00:00
12635,2019-06-22 00:00:00
12636,2019-07-01 00:00:00
12637,2019-07-15 00:00:00
12638,2019-06-29 00:00:00
12639,2020-11-20 00:00:00
12640,2019-06-20 00:00:00
12641,2019-12-12 00:00:00
12642,2019-06-04 00:00:00
12643,2019-06-25 00:00:00
12644,2019-06-17 00:00:00
12645,2019-06-26 00:00:00
12646,2019-06-24 00:00:00
12647,2019-07-11 00:00:00
12648,2019-06-06 00:00:00
12649,2019-07-16 00:00:00
12650,2019-07-15 00:00:00
12651,2019-06-18 00:00:00
12652,2019-03-01 00:00:00
12653,2019-06-22 00:00:00
12654,2020-05-08 00:00:00
12655,2019-07-03 00:00:00
12656,2019-07-02 00:00:00
12657,2020-02-25 00:00:00
12658,2019-07-16 00:00:00
12659,2019-06-13 00:00:00
12660,2018-08-20 00:00:00
12661,2020-01-24 00:00:00
12662,2020-01-23 00:00:00
12663,2020-01-23 00:00:00
12664,2019-06-18 00:00:00
12665,2019-06-22 00:00:00
12666,2019-07-05 00:00:00
12667,2019-06-01 00:00:00
12668,2020-06-19 00:00:00
12669,2019-07-06 00:00:00
12670,2019-04-25 00:00:00
12671,2019-08-13 00:00:00
12672,2019-07-09 00:00:00
12673,2019-06-14 00:00:00
12674,2019-04-26 00:00:00
12675,2020-07-02 00:00:00
12676,2020-07-01 00:00:00
12677,2020-06-18 00:00:00
12678,2019-06-03 00:00:00
12679,2019-05-23 00:00:00
12680,2019-05-31 00:00:00
12681,2019-06-04 00:00:00
12682,2019-04-30 00:00:00
12683,2021-02-02 00:00:00
12684,2019-05-27 00:00:00
12685,2019-06-25 00:00:00
12686,2019-03-26 00:00:00
12687,2019-03-12 00:00:00
12688,2019-05-28 00:00:00
12689,2019-06-03 00:00:00
12690,2020-09-17 00:00:00
12691,2019-04-08 00:00:00
12692,2019-06-13 00:00:00
12693,2019-06-04 00:00:00
12694,2018-12-04 00:00:00
12695,2018-12-03 00:00:00
12696,2018-12-03 00:00:00
12697,2019-06-26 00:00:00
12698,2019-06-25 00:00:00
12699,2019-05-25 00:00:00
12700,2020-11-13 00:00:00
12701,2019-07-04 00:00:00
12702,2019-04-26 00:00:00
12703,2019-05-28 00:00:00
12704,2019-07-12 00:00:00
12705,2019-07-02 00:00:00
12706,2019-06-20 00:00:00
12707,2019-07-12 00:00:00
12708,2021-02-02 00:00:00
12709,2019-06-27 00:00:00
12710,2019-06-26 00:00:00
12711,2019-03-20 00:00:00
12712,2019-05-07 00:00:00
12713,2019-05-01 00:00:00
12714,2018-08-07 00:00:00
12715,2018-08-22 00:00:00
12716,2019-08-23 00:00:00
12717,2019-05-24 00:00:00
12718,2019-06-12 00:00:00
12719,2019-06-27 00:00:00
12720,2019-07-12 00:00:00
12721,2019-07-10 00:00:00
12722,2019-07-09 00:00:00
12723,2018-08-29 00:00:00
12724,2018-12-07 00:00:00
12725,2019-06-04 00:00:00
12726,2019-06-03 00:00:00
12727,2019-06-03 00:00:00
12728,2019-06-18 00:00:00
12729,2019-04-10 00:00:00
12730,2019-12-20 00:00:00
12731,2020-09-16 00:00:00
12732,2019-06-21 00:00:00
12733,2020-12-11 00:00:00
12734,2021-01-05 00:00:00
12735,2019-06-13 00:00:00
12736,2019-05-09 00:00:00
12737,2019-06-12 00:00:00
12738,2019-06-25 00:00:00
12739,2019-07-03 00:00:00
12740,2019-04-05 00:00:00
12741,2019-07-02 00:00:00
12742,2019-04-26 00:00:00
12743,2019-06-26 00:00:00
12744,2019-06-13 00:00:00
12745,2019-06-07 00:00:00
12746,2019-06-07 00:00:00
12747,2019-07-04 00:00:00
12748,2019-07-03 00:00:00
12749,2020-04-04 00:00:00
12750,2019-06-29 00:00:00
12751,2019-07-01 00:00:00
12752,2019-04-26 00:00:00
12753,2019-01-12 00:00:00
12754,2019-03-13 00:00:00
12755,2019-04-26 00:00:00
12756,2019-01-12 00:00:00
12757,2019-06-29 00:00:00
12758,2019-07-18 00:00:00
12759,2019-04-26 00:00:00
12760,2019-03-15 00:00:00
12761,2019-06-08 00:00:00
12762,2019-06-07 00:00:00
12763,2019-06-18 00:00:00
12764,2019-07-03 00:00:00
12765,2019-06-14 00:00:00
12766,2019-07-08 00:00:00
12767,2019-06-14 00:00:00
12768,2020-09-18 00:00:00
12769,2019-06-05 00:00:00
12770,2019-07-02 00:00:00
12771,2019-05-27 00:00:00
12772,2019-07-02 00:00:00
12773,2019-12-10 00:00:00
12774,2019-07-11 00:00:00
12775,2019-06-11 00:00:00
12776,2018-12-17 00:00:00
12777,2019-06-27 00:00:00
12778,2019-06-27 00:00:00
12779,2019-06-22 00:00:00
12780,2020-03-20 00:00:00
12781,2019-06-19 00:00:00
12782,2019-07-03 00:00:00
12783,2019-06-20 00:00:00
12784,2020-09-14 00:00:00
12785,2019-04-05 00:00:00
12786,2019-06-19 00:00:00
12787,2019-03-07 00:00:00
12788,2019-05-10 00:00:00
12789,2019-06-20 00:00:00
12790,2019-06-04 00:00:00
12791,2019-06-15 00:00:00
12792,2019-12-19 00:00:00
12793,2019-07-04 00:00:00
12794,2019-07-05 00:00:00
12795,2019-07-09 00:00:00
12796,2019-10-23 00:00:00
12797,2019-12-04 00:00:00
12798,2019-05-27 00:00:00
12799,2019-07-17 00:00:00
12800,2019-06-11 00:00:00
12801,2020-01-30 00:00:00
12802,2019-07-03 00:00:00
12803,2019-06-21 00:00:00
12804,2019-05-21 00:00:00
12805,2019-06-20 00:00:00
12806,2019-01-05 00:00:00
12807,2019-07-02 00:00:00
12808,2019-06-25 00:00:00
12809,2020-12-29 00:00:00
12810,2019-07-10 00:00:00
12811,2020-07-15 00:00:00
12812,2020-07-14 00:00:00
12813,2019-02-14 00:00:00
12814,2020-08-25 00:00:00
12815,2019-05-20 00:00:00
12816,2019-07-01 00:00:00
12817,2019-04-19 00:00:00
12818,2019-04-19 00:00:00
12819,2019-04-19 00:00:00
12820,2019-04-19 00:00:00
12821,2019-05-18 00:00:00
12822,2019-05-24 00:00:00
12823,2019-06-20 00:00:00
12824,2020-08-28 00:00:00
12825,2019-06-14 00:00:00
12826,2019-06-14 00:00:00
12827,2019-07-12 00:00:00
12828,2019-07-08 00:00:00
12829,2019-06-04 00:00:00
12830,2019-06-03 00:00:00
12831,2019-06-12 00:00:00
12832,2019-07-11 00:00:00
12833,2019-03-23 00:00:00
12834,2019-01-11 00:00:00
12835,2019-05-19 00:00:00
12836,2019-05-08 00:00:00
12837,2020-11-04 00:00:00
12838,2019-06-29 00:00:00
12839,2019-07-02 00:00:00
12840,2019-07-05 00:00:00
12841,2019-04-18 00:00:00
12842,2018-11-06 00:00:00
12843,2018-11-05 00:00:00
12844,2019-06-07 00:00:00
12845,2019-07-02 00:00:00
12846,2019-06-19 00:00:00
12847,2019-06-05 00:00:00
12848,2019-06-20 00:00:00
12849,2019-06-26 00:00:00
12850,2018-12-26 00:00:00
12851,2019-07-02 00:00:00
12852,2019-06-13 00:00:00
12853,2019-06-13 00:00:00
12854,2019-06-07 00:00:00
12855,2019-07-09 00:00:00
12856,2019-07-05 00:00:00
12857,2019-07-17 00:00:00
12858,2019-06-07 00:00:00
12859,2019-07-03 00:00:00
12860,2020-08-03 00:00:00
12861,2019-04-15 00:00:00
12862,2019-04-18 00:00:00
12863,2019-02-28 00:00:00
12864,2019-06-12 00:00:00
12865,2019-06-07 00:00:00
12866,2019-01-04 00:00:00
12867,2019-06-27 00:00:00
12868,2019-07-05 00:00:00
12869,2019-06-19 00:00:00
12870,2019-07-10 00:00:00
12871,2019-06-21 00:00:00
12872,2019-06-12 00:00:00
12873,2019-06-17 00:00:00
12874,2019-06-26 00:00:00
12875,2019-01-21 00:00:00
12876,2019-04-02 00:00:00
12877,2019-07-05 00:00:00
12878,2019-07-05 00:00:00
12879,2019-05-24 00:00:00
12880,2019-04-12 00:00:00
12881,2018-12-12 00:00:00
12882,2019-05-22 00:00:00
12883,2019-07-12 00:00:00
12884,2019-06-08 00:00:00
12885,2019-06-13 00:00:00
12886,2019-06-14 00:00:00
12887,2019-07-04 00:00:00
12888,2019-06-03 00:00:00
12889,2019-05-25 00:00:00
12890,2019-07-01 00:00:00
12891,2019-05-28 00:00:00
12892,2019-05-28 00:00:00
12893,2018-10-20 00:00:00
12894,2019-05-17 00:00:00
12895,2019-07-09 00:00:00
12896,2019-07-11 00:00:00
12897,2019-06-22 00:00:00
12898,2019-05-07 00:00:00
12899,2020-08-27 00:00:00
12900,2019-06-28 00:00:00
12901,2019-06-14 00:00:00
12902,2018-10-19 00:00:00
12903,2019-12-03 00:00:00
12904,2019-06-06 00:00:00
12905,2019-07-04 00:00:00
12906,2019-07-04 00:00:00
12907,2019-01-02 00:00:00
12908,2019-06-28 00:00:00
12909,2019-05-09 00:00:00
12910,2018-09-24 00:00:00
12911,2019-07-09 00:00:00
12912,2019-07-08 00:00:00
12913,2019-07-03 00:00:00
12914,2019-07-10 00:00:00
12915,2021-03-05 00:00:00
12916,2019-06-05 00:00:00
12917,2019-12-12 00:00:00
12918,2019-06-17 00:00:00
12919,2019-04-20 00:00:00
12920,2019-07-04 00:00:00
12921,2019-06-06 00:00:00
12922,2018-12-07 00:00:00
12923,2018-09-21 00:00:00
12924,2019-05-29 00:00:00
12925,2019-06-04 00:00:00
12926,2019-07-02 00:00:00
12927,2019-03-20 00:00:00
12928,2019-06-07 00:00:00
12929,2020-09-07 00:00:00
12930,2019-07-09 00:00:00
12931,2020-12-03 00:00:00
12932,2019-06-19 00:00:00
12933,2019-06-20 00:00:00
12934,2019-06-05 00:00:00
12935,2019-07-05 00:00:00
12936,2019-12-12 00:00:00
12937,2019-07-02 00:00:00
12938,2019-06-24 00:00:00
12939,2019-06-04 00:00:00
12940,2019-06-12 00:00:00
12941,2019-06-14 00:00:00
12942,2019-06-13 00:00:00
12943,2019-05-31 00:00:00
12944,2018-08-03 00:00:00
12945,2019-05-02 00:00:00
12946,2019-05-02 00:00:00
12947,2019-07-03 00:00:00
12948,2019-06-26 00:00:00
12949,2019-06-20 00:00:00
12950,2020-04-30 00:00:00
12951,2019-05-21 00:00:00
12952,2020-04-17 00:00:00
12953,2019-06-21 00:00:00
12954,2019-04-25 00:00:00
12955,2019-04-24 00:00:00
12956,2019-07-02 00:00:00
12957,2019-06-06 00:00:00
12958,2020-11-27 00:00:00
12959,2019-05-31 00:00:00
12960,2019-05-23 00:00:00
12961,2018-10-23 00:00:00
12962,2021-02-08 00:00:00
12963,2019-06-17 00:00:00
12964,2019-06-24 00:00:00
12965,2019-06-25 00:00:00
12966,2019-05-30 00:00:00
12967,2019-06-22 00:00:00
12968,2019-06-21 00:00:00
12969,2019-02-28 00:00:00
12970,2019-05-20 00:00:00
12971,2019-06-26 00:00:00
12972,2019-05-01 00:00:00
12973,2019-05-23 00:00:00
12974,2019-02-16 00:00:00
12975,2019-06-29 00:00:00
12976,2019-07-10 00:00:00
12977,2019-06-06 00:00:00
12978,2019-07-02 00:00:00
12979,2019-06-21 00:00:00
12980,2019-05-16 00:00:00
12981,2019-05-15 00:00:00
12982,2019-07-08 00:00:00
12983,2019-06-26 00:00:00
12984,2019-06-14 00:00:00
12985,2019-07-10 00:00:00
12986,2019-07-11 00:00:00
12987,2019-07-16 00:00:00
12988,2019-06-18 00:00:00
12989,2021-03-04 00:00:00
12990,2019-06-20 00:00:00
12991,2019-06-05 00:00:00
12992,2019-05-04 00:00:00
12993,2019-04-18 00:00:00
12994,2019-06-28 00:00:00
12995,2019-06-29 00:00:00
12996,2019-07-05 00:00:00
12997,2019-06-04 00:00:00
12998,2018-09-18 00:00:00
12999,2019-06-21 00:00:00
13000,2019-06-27 00:00:00
13001,2020-01-15 00:00:00
13002,2019-06-13 00:00:00
13003,2019-06-05 00:00:00
13004,2019-11-13 00:00:00
13005,2019-06-05 00:00:00
13006,2019-07-03 00:00:00
13007,2020-06-15 00:00:00
13008,2019-05-17 00:00:00
13009,2020-02-22 00:00:00
13010,2019-05-29 00:00:00
13011,2019-06-27 00:00:00
13012,2020-11-07 00:00:00
13013,2019-05-02 00:00:00
13014,2019-06-06 00:00:00
13015,2019-10-29 00:00:00
13016,2019-06-18 00:00:00
13017,2020-09-01 00:00:00
13018,2019-07-03 00:00:00
13019,2019-06-21 00:00:00
13020,2019-06-15 00:00:00
13021,2019-06-21 00:00:00
13022,2019-06-24 00:00:00
13023,2019-06-05 00:00:00
13024,2019-06-13 00:00:00
13025,2018-08-09 00:00:00
13026,2019-05-19 00:00:00
13027,2019-06-14 00:00:00
13028,2019-07-08 00:00:00
13029,2019-06-18 00:00:00
13030,2019-06-03 00:00:00
13031,2019-07-10 00:00:00
13032,2019-06-28 00:00:00
13033,2019-06-24 00:00:00
13034,2018-09-04 00:00:00
13035,2020-09-26 00:00:00
13036,2019-04-30 00:00:00
13037,2019-06-15 00:00:00
13038,2019-07-09 00:00:00
13039,2019-06-18 00:00:00
13040,2019-03-15 00:00:00
13041,2020-01-11 00:00:00
13042,2019-07-02 00:00:00
13043,2019-07-16 00:00:00
13044,2019-07-16 00:00:00
13045,2019-06-04 00:00:00
13046,2019-11-12 00:00:00
13047,2019-11-14 00:00:00
13048,2020-08-06 00:00:00
13049,2019-07-02 00:00:00
13050,2019-07-01 00:00:00
13051,2019-01-12 00:00:00
13052,2020-01-22 00:00:00
13053,2020-04-02 00:00:00
13054,2019-04-03 00:00:00
13055,2018-10-16 00:00:00
13056,2019-06-20 00:00:00
13057,2018-11-05 00:00:00
13058,2018-11-04 00:00:00
13059,2018-11-12 00:00:00
13060,2018-11-26 00:00:00
13061,2019-07-11 00:00:00
13062,2019-03-16 00:00:00
13063,2019-01-09 00:00:00
13064,2018-10-09 00:00:00
13065,2018-11-17 00:00:00
13066,2018-10-06 00:00:00
13067,2019-10-31 00:00:00
13068,2019-06-05 00:00:00
13069,2019-06-30 00:00:00
13070,2019-05-27 00:00:00
13071,2019-06-14 00:00:00
13072,2019-06-21 00:00:00
13073,2019-05-21 00:00:00
13074,2019-05-17 00:00:00
13075,2019-06-12 00:00:00
13076,2019-04-15 00:00:00
13077,2019-06-18 00:00:00
13078,2019-06-01 00:00:00
13079,2019-06-15 00:00:00
13080,2019-06-05 00:00:00
13081,2019-11-08 00:00:00
13082,2019-05-14 00:00:00
13083,2019-06-05 00:00:00
13084,2019-05-29 00:00:00
13085,2019-06-26 00:00:00
13086,2019-07-04 00:00:00
13087,2020-06-16 00:00:00
13088,2019-06-28 00:00:00
13089,2020-01-30 00:00:00
13090,2019-07-09 00:00:00
13091,2020-06-16 00:00:00
13092,2019-06-29 00:00:00
13093,2019-01-19 00:00:00
13094,2020-03-13 00:00:00
13095,2019-07-05 00:00:00
13096,2020-03-23 00:00:00
13097,2020-03-22 00:00:00
13098,2019-06-07 00:00:00
13099,2019-06-06 00:00:00
13100,2019-07-09 00:00:00
13101,2019-06-29 00:00:00
13102,2019-05-10 00:00:00
13103,2019-06-20 00:00:00
13104,2020-11-04 00:00:00
13105,2019-06-20 00:00:00
13106,2019-05-27 00:00:00
13107,2019-07-06 00:00:00
13108,2019-06-08 00:00:00
13109,2019-04-26 00:00:00
13110,2019-06-12 00:00:00
13111,2019-07-09 00:00:00
13112,2019-05-14 00:00:00
13113,2019-05-20 00:00:00
13114,2019-05-19 00:00:00
13115,2019-05-24 00:00:00
13116,2019-05-16 00:00:00
13117,2019-05-14 00:00:00
13118,2019-05-13 00:00:00
13119,2019-04-17 00:00:00
13120,2019-06-06 00:00:00
13121,2019-05-27 00:00:00
13122,2019-07-02 00:00:00
13123,2019-06-04 00:00:00
13124,2019-02-05 00:00:00
13125,2019-07-02 00:00:00
13126,2020-07-15 00:00:00
13127,2019-02-19 00:00:00
13128,2019-06-20 00:00:00
13129,2019-06-13 00:00:00
13130,2019-07-03 00:00:00
13131,2019-06-19 00:00:00
13132,2019-05-24 00:00:00
13133,2018-08-28 00:00:00
13134,2019-04-26 00:00:00
13135,2019-06-04 00:00:00
13136,2019-06-24 00:00:00
13137,2019-06-07 00:00:00
13138,2019-07-08 00:00:00
13139,2019-07-07 00:00:00
13140,2019-06-07 00:00:00
13141,2019-05-28 00:00:00
13142,2019-01-23 00:00:00
13143,2019-06-26 00:00:00
13144,2019-04-26 00:00:00
13145,2019-06-23 00:00:00
13146,2019-06-28 00:00:00
13147,2019-06-03 00:00:00
13148,2019-05-24 00:00:00
13149,2019-05-24 00:00:00
13150,2019-03-27 00:00:00
13151,2019-05-21 00:00:00
13152,2018-08-22 00:00:00
13153,2019-04-30 00:00:00
13154,2019-07-04 00:00:00
13155,2020-07-22 00:00:00
13156,2019-05-21 00:00:00
13157,2019-04-30 00:00:00
13158,2019-04-30 00:00:00
13159,2019-06-11 00:00:00
13160,2019-04-30 00:00:00
13161,2019-04-30 00:00:00
13162,2019-07-02 00:00:00
13163,2019-07-09 00:00:00
13164,2019-06-13 00:00:00
13165,2019-06-20 00:00:00
13166,2019-06-29 00:00:00
13167,2019-07-05 00:00:00
13168,2018-11-15 00:00:00
13169,2019-06-13 00:00:00
13170,2019-06-24 00:00:00
13171,2020-09-15 00:00:00
13172,2019-06-19 00:00:00
13173,2019-05-22 00:00:00
13174,2019-06-26 00:00:00
13175,2019-05-30 00:00:00
13176,2021-02-06 00:00:00
13177,2019-06-12 00:00:00
13178,2019-02-18 00:00:00
13179,2019-05-17 00:00:00
13180,2019-05-16 00:00:00
13181,2020-04-17 00:00:00
13182,2019-05-22 00:00:00
13183,2019-05-17 00:00:00
13184,2019-05-15 00:00:00
13185,2019-07-04 00:00:00
13186,2019-06-24 00:00:00
13187,2019-07-06 00:00:00
13188,2019-07-05 00:00:00
13189,2019-05-05 00:00:00
13190,2019-07-09 00:00:00
13191,2019-07-08 00:00:00
13192,2019-10-18 00:00:00
13193,2019-06-18 00:00:00
13194,2019-10-17 00:00:00
13195,2019-10-17 00:00:00
13196,2019-07-03 00:00:00
13197,2019-07-02 00:00:00
13198,2020-07-20 00:00:00
13199,2019-02-12 00:00:00
13200,2019-03-24 00:00:00
13201,2019-02-06 00:00:00
13202,2019-04-08 00:00:00
13203,2019-05-02 00:00:00
13204,2019-01-14 00:00:00
13205,2019-06-27 00:00:00
13206,2019-06-28 00:00:00
13207,2021-02-02 00:00:00
13208,2019-06-13 00:00:00
13209,2019-01-22 00:00:00
13210,2019-02-13 00:00:00
13211,2019-03-21 00:00:00
13212,2019-03-27 00:00:00
13213,2019-04-17 00:00:00
13214,2019-04-25 00:00:00
13215,2019-04-25 00:00:00
13216,2019-06-07 00:00:00
13217,2019-05-14 00:00:00
13218,2019-07-03 00:00:00
13219,2019-07-03 00:00:00
13220,2020-03-26 00:00:00
13221,2019-06-03 00:00:00
13222,2019-05-20 00:00:00
13223,2019-06-28 00:00:00
13224,2019-06-05 00:00:00
13225,2019-02-28 00:00:00
13226,2019-06-27 00:00:00
13227,2020-12-10 00:00:00
13228,2019-04-11 00:00:00
13229,2019-05-23 00:00:00
13230,2019-06-22 00:00:00
13231,2019-03-22 00:00:00
13232,2019-03-27 00:00:00
13233,2020-11-24 00:00:00
13234,2019-06-17 00:00:00
13235,2019-04-25 00:00:00
13236,2019-04-18 00:00:00
13237,2019-03-26 00:00:00
13238,2019-05-22 00:00:00
13239,2019-05-02 00:00:00
13240,2019-06-04 00:00:00
13241,2019-06-29 00:00:00
13242,2019-07-11 00:00:00
13243,2019-06-12 00:00:00
13244,2018-09-13 00:00:00
13245,2019-06-17 00:00:00
13246,2018-06-30 00:00:00
13247,2019-06-12 00:00:00
13248,2019-06-11 00:00:00
13249,2019-05-28 00:00:00
13250,2019-06-19 00:00:00
13251,2019-03-05 00:00:00
13252,2019-06-19 00:00:00
13253,2019-07-02 00:00:00
13254,2019-04-19 00:00:00
13255,2019-05-01 00:00:00
13256,2020-01-30 00:00:00
13257,2019-06-05 00:00:00
13258,2018-11-08 00:00:00
13259,2019-05-21 00:00:00
13260,2019-06-12 00:00:00
13261,2019-02-07 00:00:00
13262,2019-06-14 00:00:00
13263,2019-03-25 00:00:00
13264,2019-07-02 00:00:00
13265,2019-06-14 00:00:00
13266,2019-06-14 00:00:00
13267,2019-05-14 00:00:00
13268,2019-06-05 00:00:00
13269,2019-01-29 00:00:00
13270,2019-05-21 00:00:00
13271,2019-05-16 00:00:00
13272,2019-01-25 00:00:00
13273,2019-06-06 00:00:00
13274,2019-06-05 00:00:00
13275,2019-05-25 00:00:00
13276,2018-11-08 00:00:00
13277,2020-03-04 00:00:00
13278,2019-06-25 00:00:00
13279,2019-06-19 00:00:00
13280,2019-06-20 00:00:00
13281,2019-06-21 00:00:00
13282,2019-07-04 00:00:00
13283,2019-07-05 00:00:00
13284,2020-09-01 00:00:00
13285,2019-05-30 00:00:00
13286,2019-07-05 00:00:00
13287,2019-06-01 00:00:00
13288,2018-10-06 00:00:00
13289,2019-06-25 00:00:00
13290,2019-05-27 00:00:00
13291,2019-06-20 00:00:00
13292,2019-06-04 00:00:00
13293,2019-05-18 00:00:00
13294,2019-05-01 00:00:00
13295,2020-01-14 00:00:00
13296,2019-06-13 00:00:00
13297,2019-06-13 00:00:00
13298,2019-06-22 00:00:00
13299,2019-05-21 00:00:00
13300,2019-12-02 00:00:00
13301,2019-12-01 00:00:00
13302,2018-09-18 00:00:00
13303,2019-06-07 00:00:00
13304,2019-06-08 00:00:00
13305,2019-05-01 00:00:00
13306,2020-02-14 00:00:00
13307,2019-05-21 00:00:00
13308,2019-05-20 00:00:00
13309,2019-05-17 00:00:00
13310,2020-06-25 00:00:00
13311,2019-04-04 00:00:00
13312,2018-12-04 00:00:00
13313,2019-06-07 00:00:00
13314,2019-06-21 00:00:00
13315,2019-06-21 00:00:00
13316,2019-06-20 00:00:00
13317,2019-06-12 00:00:00
13318,2019-10-02 00:00:00
13319,2019-07-04 00:00:00
13320,2019-07-03 00:00:00
13321,2020-05-20 00:00:00
13322,2020-05-19 00:00:00
13323,2019-06-17 00:00:00
13324,2019-07-13 00:00:00
13325,2019-07-01 00:00:00
13326,2020-08-13 00:00:00
13327,2019-05-02 00:00:00
13328,2019-06-01 00:00:00
13329,2019-07-09 00:00:00
13330,2018-12-31 00:00:00
13331,2019-06-18 00:00:00
13332,2019-06-28 00:00:00
13333,2019-06-04 00:00:00
13334,2019-05-24 00:00:00
13335,2019-05-27 00:00:00
13336,2019-07-04 00:00:00
13337,2019-06-04 00:00:00
13338,2019-05-27 00:00:00
13339,2019-06-27 00:00:00
13340,2019-07-01 00:00:00
13341,2020-06-26 00:00:00
13342,2019-06-18 00:00:00
13343,2019-06-14 00:00:00
13344,2019-06-27 00:00:00
13345,2019-07-04 00:00:00
13346,2019-06-27 00:00:00
13347,2019-06-11 00:00:00
13348,2019-06-11 00:00:00
13349,2019-05-07 00:00:00
13350,2019-06-29 00:00:00
13351,2019-04-07 00:00:00
13352,2019-01-10 00:00:00
13353,2019-06-21 00:00:00
13354,2019-03-28 00:00:00
13355,2019-06-28 00:00:00
13356,2019-05-24 00:00:00
13357,2020-07-24 00:00:00
13358,2019-07-04 00:00:00
13359,2020-07-07 00:00:00
13360,2019-06-25 00:00:00
13361,2018-08-15 00:00:00
13362,2019-06-12 00:00:00
13363,2019-06-15 00:00:00
13364,2019-06-07 00:00:00
13365,2019-06-28 00:00:00
13366,2019-06-12 00:00:00
13367,2019-06-17 00:00:00
13368,2020-09-04 00:00:00
13369,2019-07-05 00:00:00
13370,2019-06-22 00:00:00
13371,2019-05-27 00:00:00
13372,2019-06-07 00:00:00
13373,2019-07-02 00:00:00
13374,2019-07-05 00:00:00
13375,2019-05-23 00:00:00
13376,2019-06-21 00:00:00
13377,2019-07-02 00:00:00
13378,2019-06-07 00:00:00
13379,2019-06-06 00:00:00
13380,2020-08-12 00:00:00
13381,2019-07-04 00:00:00
13382,2021-01-22 00:00:00
13383,2019-06-14 00:00:00
13384,2019-06-27 00:00:00
13385,2019-03-14 00:00:00
13386,2020-06-13 00:00:00
13387,2019-06-27 00:00:00
13388,2019-07-02 00:00:00
13389,2021-03-29 00:00:00
13390,2019-06-06 00:00:00
13391,2019-01-01 00:00:00
13392,2018-10-17 00:00:00
13393,2019-07-02 00:00:00
13394,2020-08-05 00:00:00
13395,2019-07-01 00:00:00
13396,2019-05-06 00:00:00
13397,2020-08-28 00:00:00
13398,2019-07-05 00:00:00
13399,2019-06-25 00:00:00
13400,2019-05-09 00:00:00
13401,2019-07-09 00:00:00
13402,2019-07-01 00:00:00
