,dates
56217,2019-11-06 00:00:00
56218,2019-11-05 00:00:00
56219,2019-11-05 00:00:00
56220,2020-04-25 00:00:00
56221,2019-11-07 00:00:00
56222,2019-11-06 00:00:00
56223,2019-11-05 00:00:00
56224,2019-11-06 00:00:00
56225,2019-11-05 00:00:00
56226,2019-11-05 00:00:00
56227,2019-11-05 00:00:00
56228,2019-11-06 00:00:00
56229,2019-11-06 00:00:00
56230,2019-11-05 00:00:00
56231,2019-11-07 00:00:00
56232,2019-11-07 00:00:00
56233,2019-11-05 00:00:00
56234,2019-11-04 00:00:00
56235,2019-11-04 00:00:00
56236,2019-11-04 00:00:00
56237,2019-11-05 00:00:00
56238,2019-11-04 00:00:00
56239,2019-11-05 00:00:00
56240,2019-10-16 00:00:00
56241,2019-11-06 00:00:00
56242,2019-09-02 00:00:00
56243,2019-11-05 00:00:00
56244,2019-11-05 00:00:00
56245,2019-11-07 00:00:00
56246,2019-10-30 00:00:00
56247,2019-09-04 00:00:00
56248,2019-11-07 00:00:00
56249,2019-11-06 00:00:00
56250,2019-11-06 00:00:00
56251,2019-11-06 00:00:00
56252,2019-11-06 00:00:00
56253,2019-10-14 00:00:00
56254,2019-11-06 00:00:00
56255,2019-11-05 00:00:00
56256,2019-11-07 00:00:00
56257,2019-10-25 00:00:00
56258,2019-11-20 00:00:00
56259,2019-11-06 00:00:00
56260,2019-11-07 00:00:00
56261,2019-11-05 00:00:00
56262,2019-08-05 00:00:00
56263,2019-11-05 00:00:00
56264,2019-11-05 00:00:00
56265,2019-11-07 00:00:00
56266,2019-11-05 00:00:00
56267,2019-11-05 00:00:00
56268,2019-11-04 00:00:00
56269,2020-01-28 00:00:00
56270,2019-11-07 00:00:00
56271,2019-11-06 00:00:00
56272,2019-11-07 00:00:00
56273,2019-11-05 00:00:00
56274,2019-11-04 00:00:00
56275,2019-11-05 00:00:00
56276,2019-11-05 00:00:00
56277,2019-11-04 00:00:00
56278,2020-05-27 00:00:00
56279,2019-11-05 00:00:00
56280,2019-10-04 00:00:00
56281,2019-11-06 00:00:00
56282,2020-10-19 00:00:00
56283,2019-11-06 00:00:00
56284,2020-04-21 00:00:00
56285,2019-11-05 00:00:00
56286,2019-11-07 00:00:00
56287,2019-11-06 00:00:00
56288,2019-11-06 00:00:00
56289,2021-01-26 00:00:00
56290,2019-11-05 00:00:00
56291,2019-11-05 00:00:00
56292,2019-11-05 00:00:00
56293,2019-11-06 00:00:00
56294,2019-11-07 00:00:00
56295,2019-11-06 00:00:00
56296,2019-11-05 00:00:00
56297,2019-12-05 00:00:00
56298,2020-12-05 00:00:00
56299,2019-11-06 00:00:00
56300,2019-11-04 00:00:00
56301,2019-11-05 00:00:00
56302,2019-11-07 00:00:00
56303,2019-11-07 00:00:00
56304,2019-11-06 00:00:00
56305,2019-11-05 00:00:00
56306,2019-11-04 00:00:00
56307,2019-11-06 00:00:00
56308,2019-11-05 00:00:00
56309,2019-11-06 00:00:00
56310,2019-11-06 00:00:00
56311,2019-10-14 00:00:00
56312,2019-11-06 00:00:00
56313,2020-01-06 00:00:00
56314,2019-10-16 00:00:00
56315,2019-11-06 00:00:00
56316,2019-11-05 00:00:00
56317,2019-11-05 00:00:00
56318,2019-11-04 00:00:00
56319,2019-11-05 00:00:00
56320,2019-11-04 00:00:00
56321,2019-11-05 00:00:00
56322,2019-11-06 00:00:00
56323,2019-11-07 00:00:00
56324,2019-11-06 00:00:00
56325,2019-11-07 00:00:00
56326,2019-11-07 00:00:00
56327,2019-10-24 00:00:00
56328,2019-11-05 00:00:00
56329,2019-11-05 00:00:00
56330,2019-11-06 00:00:00
56331,2019-10-16 00:00:00
56332,2019-11-04 00:00:00
56333,2019-11-20 00:00:00
56334,2019-11-05 00:00:00
56335,2020-11-09 00:00:00
56336,2019-11-06 00:00:00
56337,2019-11-05 00:00:00
56338,2020-11-24 00:00:00
56339,2019-11-05 00:00:00
56340,2019-11-04 00:00:00
56341,2019-11-06 00:00:00
56342,2019-11-05 00:00:00
56343,2019-11-04 00:00:00
56344,2019-11-07 00:00:00
56345,2019-11-05 00:00:00
56346,2019-11-07 00:00:00
56347,2019-11-07 00:00:00
56348,2019-11-05 00:00:00
56349,2019-11-06 00:00:00
56350,2019-11-05 00:00:00
56351,2019-11-06 00:00:00
56352,2019-11-05 00:00:00
56353,2019-11-06 00:00:00
56354,2019-11-05 00:00:00
56355,2019-10-15 00:00:00
56356,2019-11-05 00:00:00
56357,2019-11-07 00:00:00
56358,2019-11-06 00:00:00
56359,2019-11-05 00:00:00
56360,2019-11-05 00:00:00
56361,2019-11-06 00:00:00
56362,2020-12-08 00:00:00
56363,2019-11-06 00:00:00
56364,2020-11-11 00:00:00
56365,2019-11-05 00:00:00
56366,2019-11-04 00:00:00
56367,2019-11-06 00:00:00
56368,2019-11-05 00:00:00
56369,2019-11-06 00:00:00
56370,2019-11-06 00:00:00
56371,2019-11-06 00:00:00
56372,2019-11-07 00:00:00
56373,2019-11-04 00:00:00
56374,2019-11-06 00:00:00
56375,2019-11-05 00:00:00
56376,2019-11-06 00:00:00
56377,2019-11-05 00:00:00
56378,2019-11-06 00:00:00
56379,2019-11-05 00:00:00
56380,2019-11-05 00:00:00
56381,2019-11-06 00:00:00
56382,2019-11-04 00:00:00
56383,2019-11-05 00:00:00
56384,2019-11-05 00:00:00
56385,2019-11-05 00:00:00
56386,2019-11-04 00:00:00
56387,2019-11-05 00:00:00
56388,2019-11-04 00:00:00
56389,2019-11-05 00:00:00
56390,2019-11-06 00:00:00
56391,2019-11-05 00:00:00
56392,2019-11-06 00:00:00
56393,2019-11-09 00:00:00
56394,2019-11-05 00:00:00
56395,2019-11-07 00:00:00
56396,2019-11-06 00:00:00
56397,2019-11-06 00:00:00
56398,2019-11-05 00:00:00
56399,2019-11-07 00:00:00
56400,2019-11-05 00:00:00
56401,2019-05-12 00:00:00
56402,2019-11-06 00:00:00
56403,2019-11-04 00:00:00
56404,2019-11-07 00:00:00
56405,2019-11-05 00:00:00
56406,2019-11-05 00:00:00
56407,2019-11-05 00:00:00
56408,2019-11-07 00:00:00
56409,2020-01-28 00:00:00
56410,2020-01-27 00:00:00
56411,2019-11-06 00:00:00
56412,2019-07-11 00:00:00
56413,2019-11-05 00:00:00
56414,2019-11-06 00:00:00
56415,2019-11-07 00:00:00
56416,2019-11-07 00:00:00
56417,2019-11-05 00:00:00
56418,2019-11-05 00:00:00
56419,2019-11-05 00:00:00
56420,2019-11-07 00:00:00
56421,2019-11-06 00:00:00
56422,2019-11-07 00:00:00
56423,2019-11-06 00:00:00
56424,2019-11-07 00:00:00
56425,2019-10-22 00:00:00
56426,2019-11-06 00:00:00
56427,2019-11-08 00:00:00
56428,2019-11-08 00:00:00
56429,2019-11-08 00:00:00
56430,2019-11-07 00:00:00
56431,2019-12-06 00:00:00
56432,2019-11-07 00:00:00
56433,2019-11-08 00:00:00
56434,2019-11-05 00:00:00
56435,2019-11-08 00:00:00
56436,2020-09-29 00:00:00
56437,2019-11-08 00:00:00
56438,2019-11-08 00:00:00
56439,2019-11-08 00:00:00
56440,2019-11-09 00:00:00
56441,2019-11-08 00:00:00
56442,2019-11-07 00:00:00
56443,2020-01-08 00:00:00
56444,2019-11-09 00:00:00
56445,2019-11-08 00:00:00
56446,2019-11-08 00:00:00
56447,2019-11-09 00:00:00
56448,2019-11-08 00:00:00
56449,2019-11-09 00:00:00
56450,2019-11-09 00:00:00
56451,2019-11-08 00:00:00
56452,2019-11-08 00:00:00
56453,2019-11-08 00:00:00
56454,2019-11-08 00:00:00
56455,2019-11-09 00:00:00
56456,2020-12-15 00:00:00
56457,2020-12-14 00:00:00
56458,2019-11-07 00:00:00
56459,2020-11-03 00:00:00
56460,2019-11-08 00:00:00
56461,2020-11-12 00:00:00
56462,2019-11-09 00:00:00
56463,2019-11-08 00:00:00
56464,2019-11-08 00:00:00
56465,2019-11-08 00:00:00
56466,2019-11-09 00:00:00
56467,2019-11-08 00:00:00
56468,2019-11-08 00:00:00
56469,2020-01-03 00:00:00
56470,2020-01-02 00:00:00
56471,2019-11-28 00:00:00
56472,2019-11-08 00:00:00
56473,2019-11-09 00:00:00
56474,2019-11-08 00:00:00
56475,2019-11-06 00:00:00
56476,2019-11-05 00:00:00
56477,2019-11-08 00:00:00
56478,2019-11-08 00:00:00
56479,2019-11-07 00:00:00
56480,2019-11-07 00:00:00
56481,2020-02-07 00:00:00
56482,2019-11-07 00:00:00
56483,2019-11-08 00:00:00
56484,2019-11-07 00:00:00
56485,2020-05-29 00:00:00
56486,2020-06-08 00:00:00
56487,2020-06-07 00:00:00
56488,2019-11-08 00:00:00
56489,2019-11-08 00:00:00
56490,2019-11-08 00:00:00
56491,2019-11-08 00:00:00
56492,2019-11-08 00:00:00
56493,2019-11-08 00:00:00
56494,2019-11-07 00:00:00
56495,2019-11-07 00:00:00
56496,2019-11-07 00:00:00
56497,2019-11-08 00:00:00
56498,2019-11-08 00:00:00
56499,2019-12-03 00:00:00
56500,2020-05-29 00:00:00
56501,2020-05-28 00:00:00
56502,2020-05-28 00:00:00
56503,2019-11-07 00:00:00
56504,2019-11-08 00:00:00
56505,2019-11-08 00:00:00
56506,2019-11-08 00:00:00
56507,2019-11-07 00:00:00
56508,2019-11-08 00:00:00
56509,2019-11-08 00:00:00
56510,2019-11-08 00:00:00
56511,2019-11-08 00:00:00
56512,2019-11-09 00:00:00
56513,2020-12-04 00:00:00
56514,2020-12-09 00:00:00
56515,2021-01-06 00:00:00
56516,2021-01-20 00:00:00
56517,2021-02-12 00:00:00
56518,2021-02-11 00:00:00
56519,2019-11-08 00:00:00
56520,2019-11-08 00:00:00
56521,2019-09-04 00:00:00
56522,2019-10-11 00:00:00
56523,2019-11-09 00:00:00
56524,2020-06-08 00:00:00
56525,2019-11-08 00:00:00
56526,2019-11-08 00:00:00
56527,2019-11-08 00:00:00
56528,2019-11-07 00:00:00
56529,2019-11-08 00:00:00
56530,2019-11-05 00:00:00
56531,2019-11-09 00:00:00
56532,2019-11-08 00:00:00
56533,2019-11-07 00:00:00
56534,2019-11-07 00:00:00
56535,2019-09-30 00:00:00
56536,2019-11-08 00:00:00
56537,2020-07-03 00:00:00
56538,2019-11-08 00:00:00
56539,2019-11-08 00:00:00
56540,2019-11-08 00:00:00
56541,2019-11-09 00:00:00
56542,2019-11-08 00:00:00
56543,2019-11-07 00:00:00
56544,2019-11-08 00:00:00
56545,2019-11-07 00:00:00
56546,2019-12-20 00:00:00
56547,2019-12-19 00:00:00
56548,2019-12-19 00:00:00
56549,2019-12-19 00:00:00
56550,2019-12-19 00:00:00
56551,2019-11-22 00:00:00
56552,2020-12-04 00:00:00
56553,2019-11-08 00:00:00
56554,2019-11-08 00:00:00
56555,2019-11-08 00:00:00
56556,2019-11-07 00:00:00
56557,2019-11-08 00:00:00
56558,2019-11-08 00:00:00
56559,2020-07-13 00:00:00
56560,2019-11-08 00:00:00
56561,2019-11-07 00:00:00
56562,2019-11-08 00:00:00
56563,2019-11-07 00:00:00
56564,2019-11-07 00:00:00
56565,2019-11-08 00:00:00
56566,2021-01-14 00:00:00
56567,2021-01-13 00:00:00
56568,2020-02-24 00:00:00
56569,2020-02-23 00:00:00
56570,2020-02-23 00:00:00
56571,2020-02-23 00:00:00
56572,2020-03-02 00:00:00
56573,2020-03-01 00:00:00
56574,2019-11-08 00:00:00
56575,2019-11-07 00:00:00
56576,2019-11-09 00:00:00
56577,2019-11-09 00:00:00
56578,2019-11-07 00:00:00
56579,2019-11-06 00:00:00
56580,2019-11-08 00:00:00
56581,2019-11-08 00:00:00
56582,2019-11-08 00:00:00
56583,2019-11-08 00:00:00
56584,2019-11-07 00:00:00
56585,2019-11-07 00:00:00
56586,2019-11-08 00:00:00
56587,2019-11-08 00:00:00
56588,2021-01-07 00:00:00
56589,2019-11-08 00:00:00
56590,2019-11-07 00:00:00
56591,2019-11-07 00:00:00
56592,2020-04-29 00:00:00
56593,2019-11-07 00:00:00
56594,2019-11-08 00:00:00
56595,2019-11-07 00:00:00
56596,2019-11-08 00:00:00
56597,2019-11-08 00:00:00
56598,2019-11-09 00:00:00
56599,2019-11-09 00:00:00
56600,2019-10-23 00:00:00
56601,2019-11-08 00:00:00
56602,2019-11-08 00:00:00
56603,2019-11-05 00:00:00
56604,2019-11-08 00:00:00
56605,2019-11-08 00:00:00
56606,2020-05-28 00:00:00
56607,2019-11-09 00:00:00
56608,2019-11-09 00:00:00
56609,2019-11-08 00:00:00
56610,2019-11-08 00:00:00
56611,2019-11-08 00:00:00
56612,2019-11-07 00:00:00
56613,2019-11-07 00:00:00
56614,2019-11-08 00:00:00
56615,2019-11-08 00:00:00
56616,2019-11-08 00:00:00
56617,2019-11-07 00:00:00
56618,2019-11-07 00:00:00
56619,2019-11-08 00:00:00
56620,2019-11-07 00:00:00
56621,2019-12-11 00:00:00
56622,2019-11-08 00:00:00
56623,2019-11-08 00:00:00
56624,2019-11-08 00:00:00
56625,2019-11-08 00:00:00
56626,2019-11-07 00:00:00
56627,2019-11-06 00:00:00
56628,2020-01-21 00:00:00
56629,2019-11-08 00:00:00
56630,2019-07-08 00:00:00
56631,2019-11-09 00:00:00
56632,2019-11-09 00:00:00
56633,2019-11-07 00:00:00
56634,2019-11-08 00:00:00
56635,2019-11-08 00:00:00
56636,2019-11-08 00:00:00
56637,2019-11-08 00:00:00
56638,2019-11-08 00:00:00
56639,2019-11-07 00:00:00
56640,2019-11-09 00:00:00
56641,2019-11-09 00:00:00
56642,2019-11-07 00:00:00
56643,2019-11-08 00:00:00
56644,2019-11-09 00:00:00
56645,2019-11-09 00:00:00
56646,2020-03-18 00:00:00
56647,2020-12-11 00:00:00
56648,2019-11-08 00:00:00
56649,2019-11-08 00:00:00
56650,2019-11-07 00:00:00
56651,2019-11-09 00:00:00
56652,2019-11-07 00:00:00
56653,2019-11-08 00:00:00
56654,2019-11-09 00:00:00
56655,2019-07-09 00:00:00
56656,2019-11-15 00:00:00
56657,2019-07-15 00:00:00
56658,2019-11-15 00:00:00
56659,2019-11-14 00:00:00
56660,2019-11-09 00:00:00
56661,2021-01-12 00:00:00
56662,2021-01-11 00:00:00
56663,2019-10-21 00:00:00
56664,2020-04-27 00:00:00
56665,2020-04-26 00:00:00
56666,2020-04-26 00:00:00
56667,2019-11-08 00:00:00
56668,2019-11-07 00:00:00
56669,2019-11-07 00:00:00
56670,2019-11-07 00:00:00
56671,2019-11-08 00:00:00
56672,2019-11-09 00:00:00
56673,2019-11-08 00:00:00
56674,2019-11-08 00:00:00
56675,2019-11-08 00:00:00
56676,2019-11-08 00:00:00
56677,2019-11-08 00:00:00
56678,2019-11-07 00:00:00
56679,2019-11-08 00:00:00
56680,2019-11-07 00:00:00
56681,2019-12-30 00:00:00
56682,2019-11-09 00:00:00
56683,2019-11-08 00:00:00
56684,2019-11-08 00:00:00
56685,2019-11-07 00:00:00
56686,2019-11-08 00:00:00
56687,2019-11-08 00:00:00
56688,2019-11-08 00:00:00
56689,2019-11-08 00:00:00
56690,2019-11-08 00:00:00
56691,2019-11-09 00:00:00
56692,2020-06-12 00:00:00
56693,2020-06-11 00:00:00
56694,2019-11-08 00:00:00
56695,2019-11-09 00:00:00
56696,2019-11-08 00:00:00
56697,2019-10-05 00:00:00
56698,2019-11-07 00:00:00
56699,2019-11-08 00:00:00
56700,2019-11-08 00:00:00
56701,2019-10-19 00:00:00
56702,2019-11-08 00:00:00
56703,2019-11-08 00:00:00
56704,2019-11-07 00:00:00
56705,2020-01-08 00:00:00
56706,2019-11-08 00:00:00
56707,2019-11-08 00:00:00
56708,2019-11-08 00:00:00
56709,2019-11-09 00:00:00
56710,2019-11-08 00:00:00
56711,2019-11-08 00:00:00
56712,2021-01-27 00:00:00
56713,2019-11-08 00:00:00
56714,2019-11-08 00:00:00
56715,2019-11-08 00:00:00
56716,2019-11-10 00:00:00
56717,2019-11-11 00:00:00
56718,2019-12-17 00:00:00
56719,2019-11-09 00:00:00
56720,2019-11-09 00:00:00
56721,2019-11-09 00:00:00
56722,2019-11-08 00:00:00
56723,2019-11-08 00:00:00
56724,2019-12-05 00:00:00
56725,2019-12-04 00:00:00
56726,2019-11-11 00:00:00
56727,2019-09-11 00:00:00
56728,2019-11-10 00:00:00
56729,2019-11-11 00:00:00
56730,2019-11-10 00:00:00
56731,2019-11-09 00:00:00
56732,2019-11-09 00:00:00
56733,2019-11-20 00:00:00
56734,2019-11-11 00:00:00
56735,2019-11-11 00:00:00
56736,2019-11-10 00:00:00
56737,2019-11-08 00:00:00
56738,2019-11-09 00:00:00
56739,2019-11-09 00:00:00
56740,2019-11-08 00:00:00
56741,2019-11-11 00:00:00
56742,2019-11-11 00:00:00
56743,2019-11-11 00:00:00
56744,2020-11-06 00:00:00
56745,2021-01-05 00:00:00
56746,2021-01-04 00:00:00
56747,2021-01-04 00:00:00
56748,2019-11-10 00:00:00
56749,2019-11-09 00:00:00
56750,2019-11-11 00:00:00
56751,2019-11-10 00:00:00
56752,2019-11-11 00:00:00
56753,2019-11-11 00:00:00
56754,2019-11-10 00:00:00
56755,2019-11-09 00:00:00
56756,2019-11-11 00:00:00
56757,2019-11-11 00:00:00
56758,2019-11-11 00:00:00
56759,2019-11-10 00:00:00
56760,2019-09-02 00:00:00
56761,2019-11-09 00:00:00
56762,2019-11-08 00:00:00
56763,2019-11-08 00:00:00
56764,2019-11-11 00:00:00
56765,2019-11-10 00:00:00
56766,2019-11-10 00:00:00
56767,2020-01-22 00:00:00
56768,2020-01-21 00:00:00
56769,2019-11-09 00:00:00
56770,2020-10-09 00:00:00
56771,2019-11-10 00:00:00
56772,2019-11-05 00:00:00
56773,2019-12-10 00:00:00
56774,2019-12-09 00:00:00
56775,2019-12-09 00:00:00
56776,2019-11-11 00:00:00
56777,2019-11-11 00:00:00
56778,2019-11-10 00:00:00
56779,2019-11-11 00:00:00
56780,2019-11-11 00:00:00
56781,2019-11-11 00:00:00
56782,2019-11-10 00:00:00
56783,2019-11-10 00:00:00
56784,2019-11-09 00:00:00
56785,2019-11-08 00:00:00
56786,2019-11-11 00:00:00
56787,2019-11-10 00:00:00
56788,2019-11-11 00:00:00
56789,2020-08-13 00:00:00
56790,2019-11-11 00:00:00
56791,2019-11-09 00:00:00
56792,2019-11-09 00:00:00
56793,2019-11-11 00:00:00
56794,2019-11-11 00:00:00
56795,2019-11-11 00:00:00
56796,2019-11-11 00:00:00
56797,2019-11-11 00:00:00
56798,2019-11-09 00:00:00
56799,2019-11-09 00:00:00
56800,2019-11-09 00:00:00
56801,2019-11-08 00:00:00
56802,2019-11-09 00:00:00
56803,2019-11-09 00:00:00
56804,2019-11-09 00:00:00
56805,2019-11-09 00:00:00
56806,2019-11-11 00:00:00
56807,2019-11-08 00:00:00
56808,2019-11-10 00:00:00
56809,2020-01-25 00:00:00
56810,2019-11-11 00:00:00
56811,2019-11-10 00:00:00
56812,2020-01-10 00:00:00
56813,2020-01-09 00:00:00
56814,2020-01-09 00:00:00
56815,2019-11-10 00:00:00
56816,2019-11-26 00:00:00
56817,2019-11-11 00:00:00
56818,2019-09-11 00:00:00
56819,2019-12-12 00:00:00
56820,2019-11-11 00:00:00
56821,2019-11-11 00:00:00
56822,2019-11-09 00:00:00
56823,2019-11-11 00:00:00
56824,2019-11-11 00:00:00
56825,2019-11-11 00:00:00
56826,2018-12-18 00:00:00
56827,2018-12-17 00:00:00
56828,2019-11-09 00:00:00
56829,2019-11-09 00:00:00
56830,2020-07-23 00:00:00
56831,2019-11-09 00:00:00
56832,2019-11-04 00:00:00
56833,2019-11-03 00:00:00
56834,2019-11-03 00:00:00
56835,2019-11-11 00:00:00
56836,2019-09-30 00:00:00
56837,2019-11-10 00:00:00
56838,2019-11-09 00:00:00
56839,2019-11-08 00:00:00
56840,2019-11-08 00:00:00
56841,2019-11-09 00:00:00
56842,2020-07-13 00:00:00
56843,2019-11-09 00:00:00
56844,2019-11-11 00:00:00
56845,2019-11-11 00:00:00
56846,2019-11-11 00:00:00
56847,2019-11-09 00:00:00
56848,2020-05-11 00:00:00
56849,2020-12-03 00:00:00
56850,2021-03-02 00:00:00
56851,2019-11-11 00:00:00
56852,2019-11-11 00:00:00
56853,2019-11-09 00:00:00
56854,2019-12-19 00:00:00
56855,2019-05-02 00:00:00
56856,2019-11-11 00:00:00
56857,2019-11-11 00:00:00
56858,2020-07-01 00:00:00
56859,2020-06-10 00:00:00
56860,2019-11-11 00:00:00
56861,2019-11-11 00:00:00
56862,2019-11-10 00:00:00
56863,2019-11-09 00:00:00
56864,2019-11-10 00:00:00
56865,2019-11-11 00:00:00
56866,2019-11-08 00:00:00
56867,2019-11-07 00:00:00
56868,2019-11-09 00:00:00
56869,2019-11-09 00:00:00
56870,2019-11-11 00:00:00
56871,2019-11-11 00:00:00
56872,2019-11-08 00:00:00
56873,2019-11-11 00:00:00
56874,2019-11-08 00:00:00
56875,2019-11-11 00:00:00
56876,2019-11-09 00:00:00
56877,2019-11-09 00:00:00
56878,2019-11-11 00:00:00
56879,2019-11-10 00:00:00
56880,2019-07-11 00:00:00
56881,2019-07-10 00:00:00
56882,2019-11-12 00:00:00
56883,2019-11-12 00:00:00
56884,2019-11-12 00:00:00
56885,2019-11-12 00:00:00
56886,2019-05-12 00:00:00
56887,2019-11-19 00:00:00
56888,2019-11-12 00:00:00
56889,2019-11-12 00:00:00
56890,2019-11-12 00:00:00
56891,2020-11-18 00:00:00
56892,2019-11-12 00:00:00
56893,2019-11-11 00:00:00
56894,2019-12-05 00:00:00
56895,2019-12-04 00:00:00
56896,2020-11-20 00:00:00
56897,2019-11-11 00:00:00
56898,2019-11-11 00:00:00
56899,2019-11-11 00:00:00
56900,2019-11-10 00:00:00
56901,2019-11-11 00:00:00
56902,2019-11-10 00:00:00
56903,2019-11-12 00:00:00
56904,2019-11-12 00:00:00
56905,2019-09-09 00:00:00
56906,2019-11-12 00:00:00
56907,2019-11-12 00:00:00
56908,2019-11-12 00:00:00
56909,2019-11-12 00:00:00
56910,2019-11-12 00:00:00
56911,2019-11-12 00:00:00
56912,2019-11-12 00:00:00
56913,2021-02-01 00:00:00
56914,2019-11-12 00:00:00
56915,2019-11-12 00:00:00
56916,2019-11-12 00:00:00
56917,2019-11-12 00:00:00
56918,2020-06-10 00:00:00
56919,2019-11-12 00:00:00
56920,2019-11-12 00:00:00
56921,2019-11-12 00:00:00
56922,2019-11-12 00:00:00
56923,2019-11-12 00:00:00
56924,2019-11-12 00:00:00
56925,2019-11-12 00:00:00
56926,2019-11-12 00:00:00
56927,2019-11-11 00:00:00
56928,2019-09-26 00:00:00
56929,2019-11-07 00:00:00
56930,2019-12-02 00:00:00
56931,2019-12-01 00:00:00
56932,2019-11-12 00:00:00
56933,2019-11-08 00:00:00
56934,2020-12-04 00:00:00
56935,2019-10-21 00:00:00
56936,2019-11-12 00:00:00
56937,2019-11-12 00:00:00
56938,2019-11-12 00:00:00
56939,2019-11-12 00:00:00
56940,2019-11-12 00:00:00
56941,2019-11-12 00:00:00
56942,2019-11-11 00:00:00
56943,2019-11-12 00:00:00
56944,2019-11-12 00:00:00
56945,2019-11-12 00:00:00
56946,2019-11-11 00:00:00
56947,2019-12-02 00:00:00
56948,2019-11-12 00:00:00
56949,2019-11-12 00:00:00
56950,2019-11-12 00:00:00
56951,2019-11-11 00:00:00
56952,2019-11-12 00:00:00
56953,2019-11-12 00:00:00
56954,2019-11-12 00:00:00
56955,2019-11-11 00:00:00
56956,2019-11-12 00:00:00
56957,2019-11-12 00:00:00
56958,2019-07-03 00:00:00
56959,2019-07-02 00:00:00
56960,2019-11-12 00:00:00
56961,2019-11-12 00:00:00
56962,2019-11-04 00:00:00
56963,2019-11-12 00:00:00
56964,2020-05-12 00:00:00
56965,2019-11-12 00:00:00
56966,2019-11-12 00:00:00
56967,2020-12-01 00:00:00
56968,2021-02-17 00:00:00
56969,2019-11-12 00:00:00
56970,2021-02-27 00:00:00
56971,2019-11-12 00:00:00
56972,2019-11-12 00:00:00
56973,2019-11-12 00:00:00
56974,2019-11-12 00:00:00
56975,2019-11-12 00:00:00
56976,2019-11-12 00:00:00
56977,2019-11-12 00:00:00
56978,2019-11-11 00:00:00
56979,2019-11-11 00:00:00
56980,2019-11-12 00:00:00
56981,2019-11-12 00:00:00
56982,2019-11-12 00:00:00
56983,2019-11-11 00:00:00
56984,2019-10-22 00:00:00
56985,2019-11-12 00:00:00
56986,2019-11-12 00:00:00
56987,2019-11-11 00:00:00
56988,2019-11-28 00:00:00
56989,2019-11-27 00:00:00
56990,2019-11-12 00:00:00
56991,2019-11-13 00:00:00
56992,2019-11-18 00:00:00
56993,2019-11-19 00:00:00
56994,2019-11-16 00:00:00
56995,2019-11-14 00:00:00
56996,2019-11-15 00:00:00
56997,2019-11-16 00:00:00
56998,2019-11-18 00:00:00
56999,2019-11-14 00:00:00
57000,2019-11-18 00:00:00
57001,2019-11-12 00:00:00
57002,2020-12-02 00:00:00
57003,2020-12-14 00:00:00
57004,2021-01-26 00:00:00
57005,2019-11-13 00:00:00
57006,2019-11-14 00:00:00
57007,2019-11-15 00:00:00
57008,2019-11-15 00:00:00
57009,2019-11-16 00:00:00
57010,2019-11-19 00:00:00
57011,2019-11-15 00:00:00
57012,2019-11-12 00:00:00
57013,2020-10-29 00:00:00
57014,2019-11-13 00:00:00
57015,2019-11-19 00:00:00
57016,2019-11-19 00:00:00
57017,2019-11-18 00:00:00
57018,2019-05-19 00:00:00
57019,2019-11-18 00:00:00
57020,2020-10-22 00:00:00
57021,2019-11-18 00:00:00
57022,2021-01-09 00:00:00
57023,2019-11-15 00:00:00
57024,2019-11-18 00:00:00
57025,2019-11-15 00:00:00
57026,2019-11-19 00:00:00
57027,2019-11-14 00:00:00
57028,2019-11-18 00:00:00
57029,2019-09-30 00:00:00
57030,2019-11-13 00:00:00
57031,2019-11-14 00:00:00
57032,2019-11-18 00:00:00
57033,2019-11-15 00:00:00
57034,2020-05-16 00:00:00
57035,2020-07-23 00:00:00
57036,2019-11-20 00:00:00
57037,2019-11-14 00:00:00
57038,2019-12-03 00:00:00
57039,2019-11-14 00:00:00
57040,2019-05-14 00:00:00
57041,2019-11-13 00:00:00
57042,2020-02-18 00:00:00
57043,2020-02-17 00:00:00
57044,2019-11-19 00:00:00
57045,2020-12-04 00:00:00
57046,2019-11-18 00:00:00
57047,2019-09-18 00:00:00
57048,2019-11-13 00:00:00
57049,2019-09-25 00:00:00
57050,2019-11-19 00:00:00
57051,2019-11-18 00:00:00
57052,2020-01-08 00:00:00
57053,2019-11-20 00:00:00
57054,2019-11-14 00:00:00
57055,2019-11-19 00:00:00
57056,2019-11-14 00:00:00
57057,2019-11-13 00:00:00
57058,2019-11-12 00:00:00
57059,2019-11-12 00:00:00
57060,2019-11-13 00:00:00
57061,2019-11-27 00:00:00
57062,2019-11-26 00:00:00
57063,2019-11-13 00:00:00
57064,2019-11-13 00:00:00
57065,2020-08-28 00:00:00
57066,2019-11-13 00:00:00
57067,2020-01-19 00:00:00
57068,2019-11-13 00:00:00
57069,2019-11-13 00:00:00
57070,2019-11-13 00:00:00
57071,2019-11-14 00:00:00
57072,2019-11-18 00:00:00
57073,2019-11-19 00:00:00
57074,2019-11-15 00:00:00
57075,2019-11-14 00:00:00
57076,2020-02-03 00:00:00
57077,2019-11-15 00:00:00
57078,2019-11-14 00:00:00
57079,2019-11-14 00:00:00
57080,2020-01-21 00:00:00
57081,2019-11-16 00:00:00
57082,2020-02-27 00:00:00
57083,2019-11-15 00:00:00
57084,2019-11-15 00:00:00
57085,2019-11-15 00:00:00
57086,2020-01-13 00:00:00
57087,2019-11-15 00:00:00
57088,2019-12-11 00:00:00
57089,2019-11-15 00:00:00
57090,2020-09-02 00:00:00
